COMPANY NAME ,NAME,RAZÓN SOCIAL,RUT,Dirección Facturación,Dirección Despacho,Comuna Despacho,Región Despacho,Horario Despacho,Precio Caja,diasCredito,Orden de compra (SI O NO),Unidad/Caja,EMAIL PEDIDO,EMAIL FACTURA,CENTRO DE NEGOCIOS ,VENDEDOR ,BANEADO,Precio Caja 90,Precio Caja Free,
Get It,Get It Vitacura II,CONVENIENCE DE CHILE SPA,76.865.177-9,NUEVA DE LYON 135 LC 102,Av. Vitacura 3949,Las Condes,Santiago,09:00 - 20:00,"$70,800",30,,CAJA,,davidcayuleo@getitchile.cl,VENTAS ,FJAMIS,,41220 ,77880,
OXXO,Oxxo Rosario Rosales,INVERSIONES QUIROZ SPA,77.495.762-6,Rosario Rosales 67,Rosario Rosales 67 local 4,Las Condes,Santiago,07:30 - 21:00,"$71,760",30,,CAJA,,quirozp.diego@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Burguesia Providencia,La Burguesia Providencia,LILLO Y ANGEL LIMITADA ,76.203.877-3,SANTA MAGDALENA 99. Providencia,santa magdalena 99,Providencia,Santiago,10:00 - 20:00,$75.012,30,,CAJA,,,VENTAS ,FERNANDO ALID,,41220 ,$82.513,
StreetWrap Vitacura,StreetWrap Vitacura,SERVIOS DE ALIMENTACION SANKA SPA,76.717.626-0, AV LO HERRAZURIZ 4434 ARGOLEDA,av vitacura 7588,Vitacura,Santiago,10:00 - 20:00,"$75,600",30,,CAJA,,<streetwrap.vitacura@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Viña del Mar,StreetWrap Viña del Mar,INVERSIONES FAMILAR SPA,78.021.104-0,1 poniente 724 entre 8 y 9 norte,1 poniente 724 entre 8 y 9 norte,Viña del Mar,Valparaíso,09:00 - 22:00,"$75,600",30,,CAJA,,streetwrapvinadelmar@gmail.com,CONCEPCION ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Reñaca,StreetWrap Reñaca,GG&FVM 2 SPA,77.804.261-4,AV BORGOÑO 14770,av borgoño 14770 local 6,Reñaca,Valparaíso,9 a 11:30 o 14 a 18 hrs,"$75,600",30,,CAJA,,inversionesggfvm@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Ossa,StreetWrap Ossa,INVERSIONES DZ SPA,77.748.491-5,AV OSSA 1400,av ossa 1400 4b,Ñuñoa,Santiago,10:00 - 19:00,"$75,600",30,,CAJA,,lgdinamarcam@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Providencia,StreetWrap Providencia ,INVERSIONES ICT SPA,77.447.277-0,LOS LEONES 952,av los leones 952,Providencia,Santiago,10:00 - 20:00,"$75,600",30,,CAJA,,Streetwrap.providencia@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Las Condes,StreetWrap Las Condes,INVERSIONES ICT SPA,77.447.277-0,LOS LEONES 953,flor de azucena 15,Las Condes,Santiago,10:00 - 20:00,"$75,600",30,,CAJA,,Streetwrap.providencia@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Ñuñoa,StreetWrap Ñuñoa,INVERSIONES MAI SPA,77.778.797-7,JOSE DOMINGO CAÑAS 2151,jose domingo cañas 2151 local b,Ñuñoa,Santiago,09:00 - 17:00,"$75,600",30,,CAJA,,Streetwrap.nunoa@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap ,StreetWrap Maipú,GASTRONÓMICA GKR SPA,78011621-8,"Av. Américo Vespucio 51, local 117","Av. Américo Vespucio 51, local 117",Maipú,Santiago,10:00  - 18:00,"$75,600",30,,CAJA,,gkr.gastronomica@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mi Market,Mi Market Colón,MU MERCADITO URBANO SPA,76.587.878-0,Hernando de Aguirre 136. Providencia,av cristobal colón 3707,Las Condes,Santiago, ,"$78,000",30,,CAJA,,administracion@mi-market.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mi Market,Mi Market Pedro de Valdivia 2,MU MERCADITO URBANO SPA,76.587.878-0,Hernando de Aguirre 136. Providencia,av pedro de valdivia 70,Providencia,Santiago,HASTA 15:00,"$78,000",30,,CAJA,,administracion@mi-market.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mi Market,Mi Market Pedro de Valdivia,MU MERCADITO URBANO SPA,76.587.878-0,Hernando de Aguirre 136. Providencia,av pedro de valdivia 887,Providencia,Santiago,HASTA 15:00,"$78,000",30,,CAJA,,administracion@mi-market.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mi Market,Mi Market Hernando de Aguirre,MU MERCADITO URBANO SPA,76.587.878-0,Hernando de Aguirre 136. Providencia,hernando de aguirre 136,Providencia,Santiago,HASTA 15:00,"$78,000",30,,CAJA,,administracion@mi-market.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ZOKO Gourmet,ZOKO Gourmet,ZOKO GOURMET SPA,77.732.169-2,LUIS CRUZ MARTINEZ 42,RETIRO,Santo Domingo,Valparaíso,RETIRO,"$78,960",30,,CAJA,, sibylle.awe.e20@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Z Gourmet,Z Gourmet,COMERCIAL Z GOURMET MARKET SPA,77.338.481-9,AV LOS TRAPENSES 3235,av camino los trapenses 3235,Lo Barnechea,Santiago,10:30 - 20:00,"$78,960",30,,CAJA,,catalina.smith@zgourmet.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Tu Market,Tu Market,MINIMARKET CORNEJO MORA SPA ,77.439.127-4,HAMBURGO 991,hamburgo 991,Ñuñoa ,Santiago,09:00 - 15:00,"$78,960",30,,CAJA,,Jorge@tumarketchile.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Tostaduría HInostroza,Tostaduría HInostroza,JOSE DAVID BILBAO RIVAS,13.921.395-5,ELIODORO YAÑEZ 2308,eliodoro yañez 2308 (entrada por suecia),Providencia,Santiago,09:00 - 19:00,"$78,960",30,,CAJA,,bilbao.almacenes@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
The Market,The Market,THE PICK MARKET CHILE SPA,76.546.921-k,AV FRANCICO DE AGUIRRE 3570,francisco de aguirre 3570,Vitacura,Santiago,08:30 - 19:00,"$78,960",30,,CAJA,,javiera@themarketchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
The Corner Market,The Corner Market,INVERSIONES ROSVAL LIMITADA,76.509.702-9,AV CRISTOBAL COLON 4102,av cristóbal colón 4202,Las Condes,Santiago,Hasta las 15 hs,"$78,960",30,,CAJA,,rossana@rosval.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Sushi Home,Sushi Home,INVERSIONES GASTRONOMICAS Y EVENTOS GARDILCIC HERMANOS LIMITADA,76.528.945-9,Av. Central 191,av central 191,Reñaca,Valparaíso,12:30 - 19:00,"$78,960",30,,CAJA,,eduardog@sushihome.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StopMarket,StopMarket Eliodoro,COMERCIAL JAPA LIMITADA,77.727.212-8,ELIODORO YAÑEZ 2295,eliodoro yañez 2955,Providencia,Santiago,10:00 - 18:00,"$78,000",30,,CAJA,,Comercialjapaltda@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
St Giovanni's Alonso,St Giovanni's Alonso,ST GIOVANNIS RISTORANTE SPA,77.936.465-8,Alonso de Cordova 3875 Local 1,alonso de cordova 3875 local 1,Vitacura,Santiago,10:00 - 22:00,"$78,960",30,,CAJA,,contacto@stgiovannis.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
St Giovanni's Alonso,St Giovanni's Alonso,ST GIOVANNIS RISTORANTE SPA,76.747.492-k,"Padre Errázuriz 7390, Las Condes",rafael sanzio 209,Las Condes,Santiago,11:00 - 20:00,"$78,960",30,,CAJA,,contacto@stgiovannis.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Sahtein Market,Sahtein Market,MINIMARKET SAHTEIN SPA,76.466.641-0,AV KENNEDY 7925,av kennedy 7925,Las Condes,Santiago,10:00 - 20:00,"$78,960",30,,CAJA,,info@sahtein.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Rienda Suelta,Rienda Suelta,CARNES RIENDA SUELTA SPA,77.187.019-8,Amapolas 1272,amapolas 1272,Providencia,Santiago,10:00 - 19:00,"$78,960",30,,CAJA,,Asepulvedaden@gmail.com,VENTAS ,FNASSAR,,41220 ,$77.880,
Puerto Ensenada,Puerto Ensenada,PUERTO ENSENADA SPA,77.474.048-1,Presbítero Eduardo Lecourt 012. Local 11,presbítero eduardo lecourt 012 local 11,Villa Alemana,Valparaíso,9:00 a 14:30 y 15:00 a 21:00 horas,"$78,960",30,,CAJA,,contacto@puertoensenada.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pizzeria Capri Vitacura,Pizzeria Capri Vitacura,INVERSIONES Y ALIMENTOS NICOLAS EUGENIO SAAVEDRA GONZALEZ E.I.R.L. ,77.213.642-0,Geronimo de Alderete 1423. local 4. Vitacura,geronimo de alderete 1423 local 4,Vitacura,Santiago,12:00 - 16:00 o 17:00 - 22:00,"$78,960",30,,CAJA,,nicolas@pizzeriacapri.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pizzería Capri Lo Barnechea ,Pizzería Capri Lo Barnechea ,GRUPO SAETA SPA,77.634.728-0,EL RODEO 13052,el rodeo 13052,Lo Barnechea,Santiago,10:00 - 22:00,"$78,960",30,,CAJA,,contacto.pizzeriacapri@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Piano Market Ossa,Piano Market Vespucio,INVERSIONES AW SPA,76.979.038-1,Av Vespucio Sur 1650,av américo vespucio sur 1650,Las Condes,Santiago,08:00 - 17:00,"$78,960",CHEQUE (30 DÍAS),,CAJA,,pmelej@pianomarket.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
PIano Market Padre Hurtado,Piano Market Padre Hurtado,INVERSIONES AW SPA,76.979.038-1,Av Vespucio Sur 1650,padre hurtado norte 77,Las Condes,Santiago,08:00 - 17:00,"$78,960",CHEQUE (30 DÍAS),,CAJA,,pmelej@pianomarket.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Fuente Casona UNAB,La Fuente Casona UNAB,GE & FE LIMITADA SPA,76.535.092-1,ROMAN DIAZ 945,fernandez concha 700 edificio c05 las condes,Las Condes,Santiago,08:00 - 17:00,"$78,960",CHEQUE (30 DÍAS),,CAJA,,contacto@somoslafuente.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Nora Almacén,La Nora Almacen,GE & FE LIMITADA SPA ,76.535.092-1,ROMAN DIAZ 945,román diaz 945,Providencia,Santiago,08:30 - 18:00,"$78,960",CHEQUE (30 DÍAS),,CAJA,,contacto@somoslafuente.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pasteleria Cathy Brown,Pasteleria Cathy Brown,ELABORADORA Y COMERCIALIZADORA DE ALIMENTOS GUILLERMO LEONARDO VELAS,76.871.493-2,FRANCISCO DE VILLAGRA 35,francisco de villagra 35,Ñuñoa,Santiago,12.00 - 19.00,"$78,960",30,,CAJA,,guillermo@emporiovillagra.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Oden Chocolatería,Oden Chocolatería,COMERCIALIZADORA DE ALIMENTOS ODEN CHOCOLATES SPA,77.138.462-5,PIRQUE,av general gambino 4630,Conchalí,Santiago,7.30 a 17:00,"$78,960",30,,CAJA,,odenchocolates@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mundo Popcorn,Mundo Popcorn,IMPORTACIONES DALOSO LIMITADA,76.593.606-3,LUIS VALENZUELA 3450,: av irarrazaval 1018,Ñuñoa,Santiago,14:00 - 22:00,"$78,960",30,,CAJA,,ventas@mundopopcorn.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mestiere,Mestiere,COMERCIAL SAFQA SPA,76.566.859-K,AV VITACURA 9013,avenida vitacura 9013,Vitacura,Santiago,09:00 - 19:00,$78.960,30,,CAJA,,Fdagach@mestiere.cl,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
Mercado Rico y Sano,Mercado Rico y Sano,COMERCIALIZADORA MERCADO NATURAL RICO Y SANO SPA,76.896.144-1,AV IRARRAZAVAL 2588,av irarrazaval 2586,Ñuñoa ,Santiago,11:00 - 19:00,"$78,960",30,Revisar OC,CAJA,,Enoc@mercadoricoysano.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mercadito Cachagua,Mercadito Cachagua,COMERCIAL MERCADITO CHILE SPA,77.679.625-5,AV EL TRANQUE 12797,paseo pie andino 7901 casa 602 (condominio los bravos),Lo Barnechea,Santiago,08:00 - 16:30,"$78,960",30,,CAJA,,ovalle92@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mar Azul Viña,Mar Azul Viña,DISTRIBUIDORA MAR AZUL LIMITADA,76.157.309-8,AVDA CON CON REÑACA 480 L3,av concon reñaca 480 local 3,Viña del Mar,Valparaíso,10:00 a 14:00 y de 15:00 a 18:00,"$78,960",30,,CAJA,,daniellamancilla@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mar Azul Stgo,Mar Azul Stgo,SOCIEDAD COMERCIALIZADORA Y DISTRIBUIDORA MAR AZUL LIMITADA,77.060.779-5,ELENA VERA MUNOZ 195 PUDETO BAJO ANCUD,av vivaceta 606,Independencia ,Santiago,09:00 - 17:30,"$78,960",30,,CAJA,,expromar.toledo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Los Viñedos,Los Viñedos Peñalolen,COMERCIALIZADORA Y DISTRIBUIDORA LOS VINEDOS DEL CONSISTORIAL LTDA,76.043.320-9,AV CONSISTORIAL 5340,av consistorial 5340,Peñalolen,Santiago,09:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,tomas.boixet@losvinedos.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Los Viñedos,Los Viñedos Plaza Egaña,COMERCIALIZADORA Y DISTRIBUIDORA LOS VINEDOS DEL CONSISTORIAL LTDA,76.043.320-9,AV CONSISTORIAL 5340,av plaza egaña 100 ñuñoa,Ñuñoa,Santiago,09:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,tomas.boixet@losvinedos.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Los Viñedos,Los Viñedos Irarrazabal,COMERCIALIZADORA Y DISTRIBUIDORA LOS VINEDOS DEL CONSISTORIAL LTDA,76.043.320-9,AV CONSISTORIAL 5340,irarrazaval 3511,Ñuñoa,Santiago,09:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,tomas.boixet@losvinedos.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Los Viñedos,Los Viñedos Cerezos,COMERCIALIZADORA Y DISTRIBUIDORA LOS VINEDOS DEL CONSISTORIAL LTDA,76.043.320-9,AV CONSISTORIAL 5340,los cerezos 16,Ñuñoa,Santiago,09:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,tomas.boixet@losvinedos.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Los Viñedos,Los Viñedos Florida,COMERCIALIZADORA Y DISTRIBUIDORA LOS VINEDOS DEL CONSISTORIAL LTDA,76.043.320-9,AV CONSISTORIAL 5340,san francisco 4420,La Florida,Santiago,09:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,tomas.boixet@losvinedos.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Madre,La Madre,PANADERÍA LA MADRE SPA,77.392.266-7,JEAN MERMOZ 18A,jean mermoz 18 a,Las Condes,Santiago,09:00 - 20:00,"$78,960",30,,CAJA,,Lamadrepanaderia@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Madre,Panaderia La Madre,PANADERÍA LA MADRE SPA,77.392.266-7,JEAN MERMOZ 18A,jean mermoz 18 a,Las Condes,Santiago,09:00 - 20:00,"$78,960",30,,CAJA,,Lamadrepanaderia@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Focaccia ,La Focaccia ,LA FOCACCIA SPA,77.202.366-9,AV EL BOSQUE NORTE 166,av el bosque nte 166,Las Condes,Santiago,10:00 - 20:00,"$78,960",NOTA DE VENTA (CONTADO),,CAJA,, hola@lafocaccia.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Esquina Minimercado,La Esquina Minimercado,OBERST KADGIEN INVERSIONES SPA,76.214.928-1,rosario rosales 67 local 4,rosario rosales 67 local 4,Las Condes,Santiago,09:00 - 20:00,"$78,960",30,,CAJA,,aliciakadgien@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Cotidiana,La Cotidiana Providencia,COMERCIAL PUELO LIBRE LIMITADA,76.763.847-7,AMAPOLAS 1282 PROVIDENCIA,amapolas 1282,Providencia,Santiago,11:00 - 19:00,"$78,960",30,,CAJA,,Tomas@gangas.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Cotidiana,La Cotidiana,COMERCIAL PUELO LIBRE LIMITADA,76.763.847-7,AMAPOLAS 1282 PROVIDENCIA,napoleón 3140 las condes,Las Condes,Santiago,11:00 - 19:00,"$78,960",30,,CAJA,,Tomas@gangas.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Casa del Mono,La Casa del Mono,MONO NEGOCIOS SPA,77.096.809-7,AV BORGOÑO 24931,av borgoño 24931,Concon,Valparaíso,11:00 - 20:00,"$78,960",30,,CAJA,,Edufernandezd@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Carneria,La Carneria,AGRICOLA Y COMERCIAL DON CARLOS SPA,76.520.558-1,AV PADRE HURTADO CENTRAL 502,padre hurtado central 502,Las Condes,Santiago,11:00 - 20:00,"$78,960",30,,CAJA,,enrique@lacarneria.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Burguesita,La Burguesita,INVERSIONES LILLO AL CUADRADO LIMITADA,76.954.583-2,Santa Magdalena 99,av tabancura 1754,Vitacura,Santiago,11:30 - 20:00,$78.960,30,,CAJA,,jtvenega@gmail.com,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
La Burguesia La Reina,La Burguesia La Reina,SAN FRANCISCO SPA,76.493.119-K,AV PRINCIPE DE GALES 8351,av principe de gales 8531 local 6,La reina,Santiago,10:00 - 20:00,$78.960,30,,CAJA,,fra.ga.fa.26@gmail.com,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
La Borboleta,La Borboleta,PAREDES Y VILLAGRA SPA,77.869.093-4,AV. PRESIDENTE BATLLE Y ORDOÑEZ 4502 LOCAL 3,av presidente jose batlle y ordoñez 4502 local 3,Ñuñoa,Santiago,10:00 - 19:00,"$78,960",30,,CAJA,,paredesyvillagraspa@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Argentina,La Argentina Centro de Producción,CENTRO DE PRODUCCION LA ARGENTINA PIZZERIA LIMITADA,77.469.344-0,AVENIDA IRARRAZAVAL 1019,av irarrázabal 1019,Ñuñoa,Santiago,09:00 - 15:00,"$78,960",30,,CAJA,,carina@passaro.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Argentina,La Argentina Pizzeria,CENTRO DE PRODUCCION LA ARGENTINA PIZZERIA LIMITADA,77.469.344-0,AVENIDA IRARRAZAVAL 1019,irarrázabal 1019,Ñuñoa,Santiago,9:00 a 16.30 hs,"$78,960",30,,CAJA,,carina@passaro.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento Vitacura,Kento Vitacura,DIAZ SPA,77.351.605-7,Vitacura 5460,vitacura 5460,Vitacura,Santiago,12:00 - 20:00,"$78,960",30,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento Sushi Santiago Centro,Kento Sushi Santiago Centro,COMERCIAL KENTO II SPA,76.672.345-4,ELEUTERIO RAMIREZ 1914,eleuterio ramirez 1419 local 5,Santiago Centro,Santiago ,12:00 - 20:00,"$78,960",30,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento La Florida,Kento La Florida,INVERSIONES BLUE FOODS SPA,77.765.997-9,AV LA FLORIDA 7959,av la florida 7959,La Florida,Santiago,12:00 - 20:00,"$78,960",30,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento La Dehesa,Kento La Dehesa,DIAZ Y TORRES SPA,77.336.717-5,Av. La Dehesa 3372 Lote 9C1,av la dehesa 3372 lote 9c1,Lo Barnechea,Santiago,12:30 - 21:00,"$78,960",30,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento Providencia,Kento Providencia,COMERCIAL KENTO SPA,76.032.185-0,M.Montt 1349 LC 4,av manuel montt 1349,Providencia ,Santiago,12:00 - 20:00,"$78,960",30,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento Las Condes,Kento Las Condes,COMERCIAL KENTO SPA ,76.032.185-0,M.Montt 1349 LC 4,pedro de gamboa 55 local 2,Las Condes,Santiago,12:00 - 20:00,"$78,960",30,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ice Kitchen,IceKitchen Curauma,WS INVERSIONES SPA,77.468.903-6,Los mirlos 181. local 2,boulevard 68: undécima 1605 local 17,Curauma,Valparaíso,11:00 - 20:00,"$78,960",30,,CAJA,,diego.salomo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ice Kitchen,Ice Kitchen Concón,WS INVERSIONES SPA,77.468.903-6,Los mirlos 181. local 3,los mirlos 181 local 3,"Reñaca, Viña del Mar",Valparaíso,11:00 - 20:00,"$78,960",30,,CAJA,,diego.salomo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ice Fish,Ice Fish,COMERCIALIZADORA ORANGE FISH SPA,76.208.366-3,DOMINICA 319,domínica 319,Recoleta,Santiago,10:00 - 19:00,"$78,960",30,,CAJA,,Simon.pichara@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Grupo AM,Grupo AM,GRUPO INDUSTRIAL AM SPA,76.454.519-2,Coronel Pereira 62. ofic 208,coronel pereira 72 oficina 202,Las Condes,Santiago,10:00 - 18:00,$78.960,30,,CAJA,,fernando@grupoam.cl,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
Gregoria Cocina,Gregoria Cocina,ALIMENTOS TRASANDINOS SPA,76.625.652-K,LAS HUALTATAS 8848,av padre hurtado 1376,Vitacura,Santiago,12:00 - 18:00,"$78,960",30,,CAJA,,Contacto@gregoria.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Furay Roll,Furay Roll,GASTRONÓMICA BRANDENBERG & KANTEROVITZ LIMITADA,77.120.186-5,PIRAMIDE 901,pirámide 901,San Miguel,Santiago,12:00 - 20:00,"$78,960",30,,CAJA,,furay.roll@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frutería 4269,Frutería 4270,DISTRIBUIDOR DE FRUTAS Y VERDURAS CHILE 4270 SPA,77.825.377-1,Avenida Concón Reñaca N° 480 local 2,avenida concón reñaca n° 480 local 2,Concon,Valparaíso,08:00 - 21:00,"$78,960",30,,CAJA,,fruteria4270@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Entretazas,Entretazas Lo Barnechea (Craighouse),EMPORIO Y CAFETERÍA SPA,77.581.179-K,BRISAS DE CHICUREO,av paseo pie andino 8837,Lo Barnechea,Santiago,15:00 - 19:00,"$78,960",30,,CAJA,,entretazaschicureo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Emporio Italia,Emporio Italia,ALMACÉN MADRID SPA ,77.159.336-4,Walker 602,walker 602,Recreo,Valparaíso,10:00 - 20:00,"$78,960",30,,CAJA,,,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Emporio Amelia,Emporio Amelia,EMPORIO AMELIA SPA,76.464.625-8,AMELIA VIAL 1843,amelia vial 1843,Providencia,Santiago,10:30 - 19:30,"$78,960",30,,CAJA,, emporiodeamelia@gmail.com  ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
El Cafe Rosa Concon,El Cafe Rosa Concon,INVERSIONES MONTEMAR LIMITADA (77.256.613-1),77.256.613-1,LAS PELARGONIAS 840,las pelargonias 840,Concon,Valparaíso,12:00 - 17:00,"$78,960",30,,CAJA,,orfalimauricio@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Dos Peces,Dos Peces,ALIMENTOS CCE SPA,77.189.489-5,Providencia 1208 of 207. Providencia,estoril 785,Vitacura,Santiago,09:00 - 18:00,"$78,960",30,,CAJA,,contacto@dospeces.cl.,VENTAS ,FNASSAR,,41220 ,$77.880,
Distribuidora Campos De Hielo,Distribuidora Campos De Hielo,DISTRIBUIDORA CAMPOS DE HIELO SPA,77.229.962-1,ANA MARIA 1571,ana maria 1571,La Florida,Santiago,10 a 15 y 16 a 19:30,"$78,960",NOTA DE VENTA (CONTADO),,CAJA,,ricardosuazo.l@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Del Caribe,Del Caribe,COMERCIALIZADORA DEL CARIBE LTDA.,76.544.940-5,AV PEDRO FONTOVA 6730,av pedro fontova 6730,Huechuraba,Santiago,10:00 - 17:00,"$78,960",30,,CAJA,,contacto@delcaribe.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
De Pura Madre,De Pura Madre,DE PURA MADRE SPA,76.936.583-4,Vitacura 5342. Vitacura,vitacura 5342,Vitacura,Santiago,09:00 - 20:00,"$78,960",30,,CAJA,,comprasdpmadre@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Costa Mai,Costa Mai,BONDI SERVICIOS SPA,76.832.241-4,MANQUEHUE SUR 832,manquehue sur 832 local 4,Las Condes,Santiago,11:00 - 18:00,"$78,960",30,,CAJA,,ventas@costamaichile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Corrales del Sur,Corrales del Sur Providencia,COMERCIAL LAS INVERNADAS S A,76.228.541-K,AV LUIS PASTEUR 6093,av salvador 1538,Providencia,Santiago,10:00 - 20:00,"$78,960",30,Revisar OC,UNIDADES,,vitacura@corralesdelsur.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Corrales del Sur,Corrales del Sur Vitacura,COMERCIAL LAS INVERNADAS S A,76.228.541-K,AV LUIS PASTEUR 6093,calle luis pasteur 6093,Vitacura,Santiago,10:00 - 20:00,"$78,960",30,Revisar OC,UNIDADES,,vitacura@corralesdelsur.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Congelados Alto Maipu,Congelados Alto Maipu,CONGELADOS ALTOS MAIPU SPA,76.970.927-4,av pajaritos 3436,av pajaritos 3436,Maipu,Santiago,10:30 - 17:00,"$78,960",30,,CAJA,,congeladosaltomaipu@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Confiteria Torres,Confiteria Torres,ESTABLECIMIENTOS GASTRONOMICOS TORRES S.A.,76.452.810-7,ISIDORA GOYENECHEA 2962,isidora goyenechea 2962,Las Condes,Santiago,09:00 - 20:00,"$78,960",30,,CAJA,,isidora@confiteriatorres.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Casa Salvo,Casa Salvo,INVERSIONES NAGUA SPA,77.634.818-K,GENERAL SALVO 20,general salvo 20,Providencia,Santiago,09:00 - 18:00,"$78,960",30,,CAJA,,casasalvocl@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
